new_industry_code,company_id
101,483991
101,454606
101,495122
101,464624
101,335843
101,156160
101,154238
101,116497
101,277561
101,485684
101,311990
101,330929
101,238707
101,285174
101,445294
101,556609
101,308857
101,473484
101,418258
101,158305
101,246830
101,109170
101,612652
101,209581
101,259660
101,491788
101,255872
101,486536
101,231827
101,299867
101,489060
101,164428
101,547737
101,514981
101,352826
101,271216
101,373785
101,499036
101,474492
101,180511
101,217693
101,114061
101,264872
101,496647
101,556980
101,286744
101,609968
101,324071
101,278645
101,280911
101,287663
101,634877
101,375647
101,756721
101,614846
101,392438
101,518097
101,214548
101,263007
101,306524
101,230133
101,638091
101,217234
101,172663
101,104842
101,237023
101,192399
101,281217
101,467608
101,291545
101,255469
101,110104
101,139987
101,362229
101,367272
101,272340
101,364219
101,130170
101,219093
101,480811
101,322652
101,217257
101,221830
101,531763
101,589994
101,458029
101,571586
101,470304
101,372397
101,371686
101,185665
101,694901
101,136763
101,192943
101,619454
101,516223
101,689858
101,169818
101,200085
101,517622
101,240719
101,325824
101,295198
101,295265
101,665320
101,276140
101,433301
101,381521
101,497218
101,198687
101,600746
101,114039
101,474496
101,609938
101,659287
101,486539
101,122664
101,282721
101,108124
101,230138
101,485758
101,302720
101,146612
101,203558
101,445669
101,329154
101,357191
101,541873
101,513787
101,511820
101,475777
101,486417
101,609051
101,496399
101,485128
101,159730
101,217073
101,248910
101,323511
101,171729
101,233221
101,553698
101,225036
101,572905
101,361921
101,294392
101,632635
101,240699
101,474485
101,299970
101,621529
101,631936
101,496783
101,608549
101,364389
101,325137
101,372541
101,209225
101,492541
101,375785
101,378103
101,336510
101,122275
101,651800
101,242031
101,162274
101,334625
101,526289
101,275605
101,413383
101,489134
101,531918
101,177606
101,489554
101,657126
101,652500
101,439097
101,351593
101,227330
101,443371
101,162606
101,277042
101,334299
101,202023
101,489044
101,454896
101,125810
101,245006
101,357226
101,456502
101,322322
101,217652
101,458852
101,188642
101,459987
101,404958
101,343820
101,462711
101,222355
101,627247
101,467289
101,272161
101,495485
101,168183
101,509421
101,387246
101,174668
101,500515
101,505313
101,182773
101,243782
101,108137
101,219221
101,496562
101,473253
101,554504
101,547313
101,336346
101,445665
101,474493
101,581043
101,213406
101,615976
101,292895
101,475535
101,164682
101,498185
101,182381
101,521569
101,238942
101,497232
101,472440
101,216282
101,445138
101,410472
101,234184
101,211091
101,275205
101,514487
101,195117
101,476016
101,624337
101,218761
101,352849
101,202815
101,325381
101,109918
101,631092
101,320323
101,400030
101,503021
101,421202
101,340986
101,489373
101,505668
101,503700
101,198405
101,341365
101,223298
101,534321
101,133457
101,552235
101,123436
101,227557
101,514664
101,499469
101,511239
101,583778
101,664717
101,497109
101,785666
101,235394
101,496695
101,681654
101,488268
101,223446
101,398587
101,497853
101,356812
101,699517
101,556536
101,661256
101,491391
101,282453
101,353176
101,496952
101,380177
101,492556
101,612654
101,347749
101,306457
101,383929
101,337931
101,657535
101,607564
101,541649
101,489580
101,579781
101,502664
101,488887
101,605735
101,485739
101,242015
101,348501
101,486530
101,183190
101,348971
101,159287
101,487314
101,467004
101,144213
101,210499
101,681667
101,486535
101,486533
101,573233
101,618493
101,411143
101,129841
101,553580
101,350562
101,223193
101,300472
101,495274
101,606074
101,496679
101,172316
101,603597
101,344111
101,277703
101,477311
101,398665
101,113520
101,379632
101,480643
101,439447
101,480488
101,499257
101,415090
101,212001
101,236809
101,338425
101,329705
101,283781
101,483525
101,181718
101,353177
101,219579
101,410319
101,498899
101,156891
101,289389
101,447947
101,211616
101,151721
101,500824
101,496734
101,292973
101,122807
101,573389
101,472971
101,665884
101,583231
101,123424
101,217201
101,461634
101,510024
101,494656
101,615348
101,623647
101,421109
101,605057
101,388609
101,462985
101,586227
101,191480
101,379329
101,579810
101,668372
101,578020
101,298667
101,612686
101,663853
101,690719
101,486637
101,533970
101,479789
101,683556
101,235819
101,322630
101,255050
101,343493
101,118838
101,191210
101,393194
101,574571
101,284296
101,499208
101,663978
101,366745
101,393442
101,637995
101,361473
101,330616
101,134915
101,618230
101,514483
101,551820
101,208546
101,185223
101,198954
101,787765
101,123223
101,354689
101,362101
101,541448
101,618640
101,617741
101,493642
101,511976
101,675388
101,566277
101,223918
101,520765
101,253426
101,610799
101,542505
101,347473
101,328323
101,261223
101,370685
101,631016
101,638233
101,199577
101,229126
101,634159
101,588257
101,784958
101,500046
101,357309
101,278965
101,116468
101,217825
101,378071
101,218314
101,681967
101,638541
101,108197
101,205519
101,365063
101,374865
101,630774
101,484680
101,652462
101,496699
101,575871
101,507852
101,268455
101,489294
101,325101
101,128933
101,484810
101,150306
101,518815
101,251835
101,630624
101,347392
101,199288
101,307357
101,514825
101,298262
101,372308
101,148450
101,539576
101,650170
101,610027
101,583336
101,689857
101,174099
101,107814
101,771571
101,106926
101,503783
101,364381
101,688477
101,255989
101,606068
101,362062
101,518336
101,299865
101,139816
101,223055
101,100087
101,190911
101,455116
101,786213
101,672770
101,663213
101,553914
101,184000
101,341130
101,626317
101,606413
101,681706
101,485391
101,484448
101,698042
101,498035
101,617281
101,537891
101,200121
101,170661
101,124030
101,688367
101,142246
101,628440
101,624264
101,175203
101,148322
101,413489
101,684031
101,217758
101,611678
101,355351
101,368559
101,581870
101,177055
101,499343
101,318247
101,402702
101,649075
101,475776
101,209976
101,370482
101,467366
101,449140
101,656475
101,514662
101,387203
101,495974
101,665865
101,110105
101,595772
101,290449
101,495436
101,361067
101,105802
101,564426
101,211557
101,557817
101,427537
101,638592
101,103335
101,606385
101,205687
101,230053
101,375846
101,430813
101,194041
101,270765
101,366544
101,655185
101,638137
101,651305
101,495790
102,143472
102,499283
102,165324
102,614664
102,186802
102,106697
102,489239
102,133702
102,327985
102,371813
102,296991
102,235479
102,506482
102,495131
102,341979
102,458790
102,165448
102,128283
102,261639
102,331652
102,446151
102,348162
102,194094
102,602424
102,475385
102,672765
102,316350
102,471877
102,489594
102,263229
102,515038
102,264099
102,469279
102,681620
102,471350
102,263226
102,232958
102,499025
102,488050
102,314611
102,206934
102,238401
102,238102
102,229219
102,255630
102,195894
102,567833
102,186628
102,148943
102,485721
102,102118
102,198963
102,358751
102,471228
102,245195
102,391228
102,517961
102,606222
102,273800
102,265173
102,195880
102,378936
102,253601
102,194000
102,200285
102,651587
102,421920
102,246478
102,251509
102,477343
102,695581
102,508714
102,223566
102,104505
102,486646
102,488291
102,300951
102,473708
102,173213
102,147536
102,295333
102,461697
102,617353
102,681704
102,309686
102,542484
102,132623
102,740377
102,518505
102,137533
102,223999
102,705243
102,137688
102,334762
102,265172
102,514038
102,210336
102,113909
102,179466
102,305752
102,168343
102,530604
102,121575
102,273592
102,119033
102,488028
102,247976
102,399135
102,186935
102,100011
102,196314
102,122021
102,356495
102,223369
102,311991
102,650748
102,358048
102,219247
102,462016
102,603854
102,266398
102,436581
102,207399
102,513891
102,100443
102,193693
102,188478
102,268170
102,178154
102,234854
102,281327
102,242331
102,570750
102,145175
102,114229
102,565904
102,155662
102,216961
102,205304
102,240807
102,123434
102,115269
102,450584
102,636820
102,513887
102,487262
102,487310
102,133251
102,422254
102,665401
102,371533
102,235945
102,251757
102,433279
102,302576
102,428255
102,339666
102,446927
102,225839
102,165389
102,170079
102,556884
102,165210
102,297693
102,165382
102,316342
102,365484
102,180166
102,172976
102,127973
102,269623
102,166793
102,151261
102,277160
102,299800
102,134234
102,346950
102,480270
102,206301
102,330789
102,240522
102,118287
102,508436
102,331892
102,343188
102,661894
102,344024
102,338800
102,496932
102,111551
102,337095
102,261833
102,106376
102,239798
102,235275
102,276741
102,146293
102,696549
102,253390
102,256088
102,156896
102,218782
102,137882
102,408985
102,524910
102,172705
102,631498
102,505782
102,335776
102,185433
102,366490
102,118229
102,294859
102,185383
102,103665
102,103654
102,368395
102,123482
102,664235
102,207876
102,389197
102,121573
102,561119
102,334960
102,324547
102,347159
102,335880
102,303046
102,327913
102,188334
102,512260
102,310549
102,304291
102,165085
102,333514
102,413915
102,644163
102,219876
102,181952
102,367439
102,520621
102,421676
102,242323
102,105560
102,254183
102,321738
102,478131
102,197970
102,493311
102,443292
102,465522
102,242985
102,154601
102,133918
102,366926
102,200816
102,174723
102,233169
102,542504
102,136478
102,575882
102,182235
102,372896
102,429804
102,133917
102,194086
102,120015
102,307393
102,618643
102,172495
102,762799
102,103768
102,290521
102,493314
102,213968
102,378164
102,110486
102,160740
102,170792
102,233441
102,347169
102,740834
102,225050
102,397158
102,390644
102,662706
102,433968
102,176758
102,264895
102,280954
102,234111
102,111451
102,486086
102,567006
102,485672
102,486326
102,211945
102,196247
102,276712
102,485623
102,162134
102,282283
102,245179
102,371084
102,485629
102,204937
102,298960
102,255837
102,508197
102,313198
102,295199
102,298899
102,332579
102,106351
102,339755
103,313504
103,351377
103,358019
103,159540
103,239572
103,283068
103,336195
103,184383
103,573037
103,182430
103,163550
103,364718
103,164035
103,180023
103,294450
103,164529
103,111907
103,605601
103,307044
103,277097
103,148950
103,560350
103,455970
103,557205
103,165345
103,199722
103,373234
103,615609
103,381526
103,499825
103,260302
103,172030
103,194321
103,251950
103,492802
103,325417
103,487772
103,312120
103,245622
103,190459
103,115321
103,636787
103,642988
103,208225
103,199075
103,129450
103,363974
103,167848
103,544234
103,432367
103,189945
103,303188
103,300649
103,351361
103,148981
103,186661
103,166298
103,694494
103,123905
103,234545
103,484723
103,636805
103,198585
103,169627
103,234384
103,120496
103,112845
103,358422
103,289192
103,460760
103,253723
103,217778
103,239833
103,425193
103,320140
103,472156
103,177275
103,151624
103,471393
103,154021
103,476027
103,143738
103,120509
103,307607
103,245399
103,138924
103,128590
103,458469
103,183010
103,130554
103,632365
103,160889
103,136810
103,436084
103,150986
103,357622
103,123287
103,195049
103,107450
103,220109
103,345029
103,170087
103,618415
103,319207
103,238134
103,485184
103,335919
103,388461
103,496285
103,131889
103,605729
103,139235
103,233154
103,238394
103,438553
103,388387
103,189481
103,158170
103,148869
103,463952
103,469366
103,605646
103,611363
103,109575
103,484312
103,163991
103,449762
103,647270
103,358062
103,326149
103,219233
103,353394
103,129254
103,223034
103,121674
103,129326
103,337855
103,223071
103,445388
103,393129
103,636589
103,129728
103,350215
103,702589
103,116336
103,375679
103,581634
103,221220
103,359395
103,537876
103,144378
103,304423
103,257454
103,355934
103,205857
103,357655
103,566644
103,620642
103,259736
103,349637
103,291273
103,497597
103,664269
103,191272
103,488857
103,348421
103,240285
103,220211
103,605591
103,191472
103,745170
103,269381
103,497535
103,556639
103,506489
103,415792
103,219899
103,384815
103,580237
103,117367
103,526272
103,133400
103,184275
103,207746
103,207157
103,219601
103,146680
103,427608
103,450756
103,159173
103,134120
103,156893
103,498916
103,324850
103,113976
103,318258
103,486298
103,103340
103,369076
103,373278
103,364052
103,174341
103,289237
103,484678
103,375958
103,218165
103,399049
103,371832
103,351578
103,647887
103,495751
103,110037
103,406895
103,258270
103,217567
103,225308
103,458785
103,116196
103,136439
103,137143
103,175301
103,334872
103,211048
103,458805
103,488728
103,335923
103,631226
103,315100
103,175564
103,102342
103,385782
103,134699
103,137921
103,217168
103,300176
103,142957
103,560462
103,340876
103,404697
103,627657
103,315686
103,322378
103,216294
103,113138
103,696126
103,277263
103,393034
103,102269
103,215743
103,441215
103,280101
103,180925
103,512198
103,215276
103,176722
103,272840
103,120898
103,161111
103,186391
103,484681
103,214520
103,143691
103,344119
103,214374
103,488512
103,235647
103,221297
103,108184
103,269423
103,325134
103,680864
103,496347
103,663998
103,215532
103,119445
103,131586
103,313756
103,219856
103,631093
103,105744
103,618487
103,235349
103,340960
103,253895
103,435122
103,145951
103,132850
103,485279
103,605919
103,765307
103,456189
103,208391
103,178832
103,379925
103,479424
103,210815
103,228776
103,242032
103,331250
103,308602
103,210681
103,620034
103,514934
103,358099
103,322199
103,197268
103,209842
103,655776
103,251797
103,227807
103,290186
103,132255
103,506649
103,682747
103,495080
103,170319
103,271662
103,660960
103,432047
103,495318
103,571263
103,259383
103,154550
103,513125
103,515227
103,157857
103,624469
103,208294
103,328265
103,128932
103,239657
103,500030
103,526273
103,263302
103,219328
103,717922
103,495060
103,414631
103,448998
103,618992
103,207011
103,442859
103,263706
103,461815
103,369782
103,155853
103,181568
103,373654
103,359211
103,262002
103,494078
103,283338
103,743331
103,569008
103,103657
103,699523
103,155396
103,364642
103,108909
103,444159
103,292524
103,219989
103,484072
103,390826
103,462178
103,138847
103,353760
103,329639
103,385122
103,323556
103,174069
103,157596
103,516384
103,203853
103,133362
103,417888
103,182751
103,404956
103,349090
103,129826
103,582950
103,344776
103,458699
103,159288
103,182914
103,173590
103,368639
103,574175
103,363961
103,255381
103,334112
103,139592
103,160090
103,144249
103,367235
103,321851
103,351423
103,234247
103,282205
103,280929
103,163551
103,479455
103,165520
103,100934
103,336841
103,224257
103,211778
103,118546
103,347193
103,201943
103,113560
103,558266
103,249324
103,258646
103,419331
103,765139
103,506676
103,496771
103,125176
103,314686
103,377161
103,496041
103,368859
103,219330
103,638622
103,221132
103,368177
103,745821
103,315518
103,133760
103,470457
103,379833
103,315811
103,263658
103,376175
103,150956
103,130230
103,340390
103,184981
103,540686
103,454702
103,256065
103,336348
103,495193
103,316334
103,221767
103,150736
103,641145
103,401786
103,392876
103,254091
103,258562
103,367706
103,212769
103,347265
103,414421
103,664410
103,494949
103,223656
103,165512
103,323422
103,514743
103,574136
103,143116
103,189482
103,370795
103,458930
103,223511
103,274698
103,123959
103,249641
103,165241
103,486386
103,416880
103,351333
103,240283
103,398171
103,274348
103,513431
103,277096
103,324454
103,297653
103,538312
103,514638
103,305302
103,355617
103,335358
103,155861
103,515272
103,261350
103,199249
103,271498
103,349968
103,134945
103,181101
103,141222
103,179050
103,492306
103,163415
103,744048
103,663163
103,455524
103,352209
103,124695
103,586592
103,178808
103,677225
103,360680
103,129638
103,269244
103,115788
103,280848
103,256325
103,228672
103,361270
103,286872
103,129076
103,253643
103,268865
103,496622
103,252571
103,268526
103,254089
103,281672
103,301005
103,367911
103,316938
103,349597
103,131071
103,199564
103,488253
103,356333
103,362492
103,336737
103,327607
103,282723
103,515793
103,620494
103,122839
103,193811
103,414628
103,267011
103,283333
103,225007
103,541217
103,284603
103,214033
103,287135
103,134392
103,526838
103,712080
103,226477
103,210466
103,351000
103,265202
103,234158
103,265563
103,292429
103,677454
103,651743
103,182775
103,144441
103,450298
103,265174
103,184901
103,554175
103,479203
103,493907
103,610797
103,239500
103,496532
103,249437
103,112806
103,358277
103,264697
103,487504
103,508703
103,214994
103,199282
103,532664
103,308590
103,264262
103,113017
103,288397
103,317117
103,417002
103,193666
103,365768
103,288648
103,288723
103,230481
103,707624
103,111056
103,246747
103,675960
103,202159
103,219820
103,372512
103,441561
103,173580
103,458648
103,218992
103,193163
103,333959
103,545109
103,588355
103,274325
103,534310
103,290838
103,372850
103,381898
103,516115
103,605703
103,573487
103,495605
103,264054
103,219496
103,327076
103,222781
103,189479
103,291865
103,484085
103,230436
103,513819
103,415841
103,348085
103,219254
103,176255
103,126005
103,242550
103,254913
103,657263
103,130566
103,261301
103,488553
103,485116
103,518909
103,127462
103,490819
103,765138
103,465081
103,292888
103,487252
103,243640
103,359957
103,301607
103,306380
103,168345
103,653651
103,622334
103,137410
103,354381
103,348280
103,123774
103,515889
103,362988
103,550764
103,506961
103,275165
103,464486
103,319114
103,244603
103,357965
103,630804
103,220652
103,366929
103,638349
103,356459
103,251514
103,297835
103,259750
103,321793
103,160351
103,576478
103,269084
103,472283
103,406570
103,239499
103,427931
103,255871
103,458947
103,607782
103,322781
103,323207
103,495103
103,273579
103,298283
103,489771
103,109457
103,364312
103,705874
103,498627
103,558346
103,366895
103,113847
103,331965
103,436154
103,207152
103,299666
103,200702
103,192684
103,215380
103,608806
103,300791
103,178632
103,617769
103,479277
103,652239
103,210915
103,262353
103,543222
103,183592
103,293907
103,475165
103,418205
103,344855
103,127139
103,326649
103,665243
103,581187
103,181229
103,182874
103,273024
103,444820
103,198375
103,616993
103,261615
103,511957
103,379710
103,175318
103,396101
103,546190
103,320900
103,404913
103,184522
103,495399
103,452977
103,616159
103,149011
103,257429
103,313829
103,316200
103,214082
103,104841
103,295591
103,566643
103,328413
103,207927
103,513665
103,499398
103,186048
103,644141
103,248216
103,306683
103,341502
103,348186
103,277248
103,185066
103,237710
103,511951
103,253393
103,443891
103,307243
103,276208
103,216043
103,495285
103,697665
103,382893
103,355418
103,344476
103,132793
103,212923
103,261728
103,682731
103,358985
103,401838
103,110825
103,216192
103,280780
103,131340
103,305827
103,283435
103,189935
103,495999
103,768948
103,495447
103,309539
103,240097
103,151714
103,315139
103,252296
103,338030
103,382758
103,253926
103,100783
103,320297
103,191354
103,310328
103,103189
103,269738
103,586139
103,153478
103,469097
103,319203
103,149049
103,566916
103,343147
103,481384
103,311282
103,350207
103,214421
103,355063
103,432128
103,630943
103,408730
103,311842
103,293791
103,291166
103,314212
103,333432
103,359439
103,685876
103,317118
103,312735
103,353422
103,385111
103,430030
103,487137
103,328418
103,219053
103,215426
103,528657
103,366062
103,512872
103,488452
103,333990
103,496070
103,229666
103,495213
103,162499
103,333661
103,413357
103,241752
103,339832
103,314262
103,447714
103,575826
103,371421
103,513946
103,193029
103,509887
103,446250
103,305330
103,659027
103,364457
103,514977
103,514969
103,255838
103,235991
103,330943
103,208175
103,193086
103,168737
103,580643
103,498730
103,325397
103,114056
103,274095
103,301291
103,669485
103,545495
103,714434
103,366960
103,605723
103,162057
103,415148
103,663357
103,121458
103,117823
103,465198
103,162588
103,348014
103,299671
103,227543
103,221466
103,150692
103,120224
103,586346
103,489736
103,440582
103,508590
103,135685
103,245860
103,508262
103,351491
103,112539
103,358677
103,506695
103,400333
103,143833
103,235700
103,349696
103,330900
103,686969
103,511963
103,123217
103,584687
103,485909
103,314043
103,503323
103,299222
103,317984
103,605604
103,502802
103,369718
103,502287
103,610940
103,194035
103,157674
103,212835
103,431959
103,160859
103,113559
103,283122
103,181571
103,556772
103,492385
103,143908
103,244607
103,213128
103,105759
103,110161
103,490119
103,221516
103,274081
103,498277
103,496058
103,382889
103,191172
103,516845
103,200338
103,174565
103,361277
103,146428
103,279164
103,498895
103,153446
103,188738
103,517140
103,667972
103,201942
103,699518
103,656310
103,142000
103,495438
103,496607
103,246104
103,198381
103,367730
103,348057
103,341434
103,615273
103,496482
103,222053
103,493781
103,343219
103,496095
103,496043
103,418933
103,164392
103,209613
103,353437
103,617433
103,299973
103,495437
103,235101
103,251531
103,577160
103,186609
103,498052
103,438373
103,281426
103,385678
103,333479
103,620493
103,257113
103,555431
103,330762
103,194168
103,538118
103,165511
103,258739
103,661251
103,212554
103,294899
103,425523
103,280008
103,247539
103,116513
103,623692
103,358404
103,189944
103,151224
103,340175
103,167158
103,531994
103,311940
103,496434
103,253290
103,135218
103,269565
103,160717
103,321594
103,129829
103,620580
103,160354
103,262064
103,180021
103,313804
103,489409
103,138810
103,495143
103,265928
103,186613
103,664877
103,506468
103,307640
103,398493
103,488603
103,484049
103,637188
103,516884
103,495308
103,666071
103,265636
103,159019
103,242066
103,131142
103,302690
103,319108
103,293505
103,178481
103,536640
103,215537
103,335203
103,108081
103,765306
103,186386
103,369428
103,490413
103,486573
103,486564
103,257017
103,748876
103,329572
103,213823
103,236346
103,620491
103,486137
103,189480
103,513825
103,140641
103,172308
103,450804
103,627975
103,115171
103,265743
103,217049
103,496614
103,274291
103,350525
103,330804
103,787763
103,365493
103,449769
103,495395
103,197523
103,215699
103,513937
103,479690
103,165519
103,464457
103,187504
103,246723
103,146308
103,128427
103,563703
103,312801
103,455031
103,484329
103,484136
103,671898
103,186222
103,133937
103,436106
103,325285
103,308598
103,257358
103,281411
103,487712
103,332722
103,109745
103,481088
103,116422
103,565213
103,448395
103,614847
103,448279
103,578971
103,474279
103,370871
103,496145
103,324776
103,265477
103,374148
103,404591
103,392973
103,312439
103,270452
103,242512
103,359136
103,228843
103,228038
103,316214
103,475610
103,475062
103,618355
103,242129
103,211615
103,475446
103,466111
103,129255
103,683787
103,475132
103,703339
103,255756
103,513746
103,112495
103,618701
103,495297
103,322576
103,322867
103,128641
103,247653
103,130336
103,180489
103,100966
103,454973
103,284041
103,551897
103,131398
103,310268
103,362945
103,229795
103,336948
103,108183
103,470495
103,470029
103,343753
103,212949
103,570356
103,495443
103,638639
103,239544
103,354481
103,468646
103,189382
103,468058
103,233152
103,351250
103,174669
103,396416
103,246102
103,665708
103,659013
103,293667
103,339565
103,318237
103,589164
103,703107
103,269031
103,458740
103,457935
103,269135
103,457699
103,702207
103,313605
103,158994
103,376521
103,148568
103,219443
103,408718
103,294963
103,508183
103,227539
103,489703
103,346952
103,446926
103,631135
103,495984
103,159156
103,709180
103,492857
103,428708
103,324640
103,274926
103,215848
103,315920
103,294946
103,355162
103,122816
103,254903
103,116511
103,437301
103,397586
103,436194
103,265188
103,146590
103,317580
103,281751
103,135612
103,310672
103,432131
103,513124
103,617230
103,429196
103,289594
103,428203
103,114180
103,661049
103,371402
103,386597
103,122683
103,422449
103,299496
103,533633
103,418265
103,351035
103,487074
103,142575
103,323799
103,167834
103,365279
103,325822
103,124638
103,354533
103,290116
103,588714
103,137750
103,314918
103,475287
103,605592
103,618963
103,419562
103,225021
103,655463
103,604226
103,322997
103,300929
103,573062
103,763473
103,229616
103,389491
103,348194
103,458720
103,169914
103,370631
103,175298
103,305137
103,362464
103,192539
103,309226
103,292453
103,211159
103,335352
103,178881
103,326141
103,536145
103,748736
103,201823
103,123857
103,707549
103,628022
103,522967
103,180340
103,366164
103,637326
103,213137
103,627372
103,435615
103,620490
103,473030
103,374435
103,637609
103,192403
103,627248
103,516283
103,251624
103,336736
103,253359
103,664433
103,294223
103,485115
103,664452
103,129086
103,159400
103,470581
103,345294
103,171778
103,125358
103,142684
103,530798
103,232756
103,100963
103,497627
103,586744
103,241714
103,255987
103,660769
103,296256
103,198787
103,289478
103,128219
103,441191
103,289485
103,153655
103,522582
103,199677
103,222094
103,367761
103,401395
103,472137
103,435176
103,304371
103,157505
103,302008
103,259601
103,542998
103,622946
103,203703
103,123274
103,580405
103,477190
103,351933
103,344618
103,218616
103,101724
103,514209
103,648820
103,741051
103,516138
103,282374
103,548245
103,491457
103,492126
103,371926
103,106127
103,195763
103,580947
103,634656
103,225082
103,177643
103,163547
103,144279
103,499416
103,340327
103,638657
103,623697
103,228331
103,114996
103,135625
103,185021
103,695960
103,237200
103,368465
103,715008
103,608404
103,364058
103,716167
103,210494
103,329789
103,146407
103,664124
103,689368
103,750368
103,355645
103,461433
103,605567
103,236985
103,177555
103,298381
103,221875
103,267984
103,620249
103,491297
103,279630
103,290350
103,620492
103,151842
103,154534
103,216660
103,111990
103,303066
103,174342
103,186620
103,379405
103,293754
103,386416
103,160604
103,295271
103,496230
103,159204
103,116162
103,254650
103,663648
103,758412
103,119186
103,105009
103,643697
103,573095
103,661122
103,434166
103,290170
103,449492
103,652183
103,155879
103,165161
103,144030
103,222683
103,186225
103,376724
103,702608
103,446214
103,619640
103,685656
103,307115
103,133633
103,562357
103,583516
103,133837
103,137855
103,491598
103,182357
103,746746
103,324975
103,692945
103,499599
103,642135
103,486013
103,339536
103,293722
103,240200
103,168221
103,457986
103,404285
103,199270
103,513839
103,239570
103,263233
103,350443
103,297983
103,588996
103,237592
103,222902
103,203320
103,431463
103,472129
103,284145
103,584089
103,647259
103,496990
103,328474
103,271497
103,425126
103,201533
103,667711
103,584595
103,310498
103,219122
103,223389
103,557044
103,519489
103,141923
103,445697
103,458619
103,355763
103,461818
103,455261
103,180708
103,616530
103,155941
103,485907
103,611968
103,473879
103,160025
103,417168
103,417341
103,335992
103,665494
103,187660
103,272510
103,108899
103,441675
103,122180
103,213695
103,344183
103,373673
103,296361
103,286539
103,159935
103,430225
103,521118
103,462399
103,300629
103,676804
103,652323
103,224924
103,511315
103,330936
103,134390
103,429498
103,290547
103,571307
103,285464
103,124153
103,122778
103,644633
103,514387
103,438766
103,134301
103,159749
103,666567
103,265549
103,198134
103,403603
103,216827
103,322539
103,199452
103,315081
103,224892
103,576790
103,705407
103,618652
103,237117
103,665460
103,292492
103,142158
103,116523
103,550487
103,708806
103,303198
103,744042
103,549665
103,539555
103,498898
103,379774
103,313634
103,143976
103,324402
103,322700
103,432314
103,664043
103,635561
103,635576
103,164274
103,745169
103,161608
103,113123
103,298704
103,541071
103,538281
103,273850
103,116636
103,110383
103,471082
103,182364
103,309055
103,320219
103,200239
103,545186
103,479726
103,234049
103,693943
103,196204
103,312181
103,214916
103,303344
103,206339
103,643171
103,714462
103,470111
103,247568
103,197119
103,183856
103,234031
103,270418
103,275817
103,226008
103,422884
103,136034
103,290058
103,207583
103,485767
103,631709
103,186945
103,183710
103,381595
103,270411
103,665141
103,143643
103,180678
103,680875
103,708352
103,433237
103,566645
103,631940
103,665135
103,245770
103,354034
104,696611
104,631769
104,508092
104,255606
104,243713
104,480483
104,228683
104,454232
104,661849
104,409456
104,275170
104,112391
104,124599
104,130530
104,130649
104,319753
104,168524
104,220242
104,663770
104,130558
104,511312
104,277039
104,123336
104,705477
104,540167
104,219229
104,373436
104,602185
104,205265
104,642037
104,487564
104,159338
104,182253
104,237490
104,214947
104,210700
104,269104
104,237495
104,249815
104,118703
104,457995
104,273244
104,230160
104,645342
104,253022
104,343289
104,271504
